"","species","scientificName","numberOfOccurrences","class","order","family","speciesKey","iucnRedListCategory"
"205","Ortalis guttata","Ortalis guttata (Spix, 1825)",392,"Aves","Galliformes","Cracidae",2482254,"LC"
"206","Tachuris rubrigastra","Tachuris rubrigastra (Vieillot, 1817)",707,"Aves","Passeriformes","Tyrannidae",2482651,"LC"
"207","Dysithamnus stictothorax","Dysithamnus stictothorax (Temminck, 1823)",11625,"Aves","Passeriformes","Thamnophilidae",2490028,"NT"
"208","Cyanerpes cyaneus","Cyanerpes cyaneus (Linnaeus, 1766)",3218,"Aves","Passeriformes","Thraupidae",2488890,"LC"
"209","Thalasseus maximus","Thalasseus maximus (Boddaert, 1783)",3860,"Aves","Charadriiformes","Laridae",5789281,"LC"
"210","Pachyramphus viridis","Pachyramphus viridis (Vieillot, 1816)",6084,"Aves","Passeriformes","Cotingidae",5230324,"LC"
"211","Sporophila melanogaster","Sporophila melanogaster (Pelzeln, 1870)",780,"Aves","Passeriformes","Thraupidae",2491331,"NT"
"212","Glossophaga soricina","Glossophaga soricina (Pallas, 1766)",266,"Mammalia","Chiroptera","Phyllostomidae",2433194,"LC"
"213","Artibeus gnomus","Artibeus gnomus Handley, 1987",7,"Mammalia","Chiroptera","Phyllostomidae",4265331,"LC"
"214","Thamnodynastes pallidus","Thamnodynastes pallidus (Linnaeus, 1758)",33,"Squamata",NA,"Colubridae",2454778,"LC"
"215","Chironius laevicollis","Chironius laevicollis (Wied-Neuwied, 1824)",111,"Squamata",NA,"Colubridae",2457258,"LC"
"216","Chaetura meridionalis","Chaetura meridionalis Hellmayr, 1907",54597,"Aves","Apodiformes","Apodidae",5228629,"LC"
"217","Artibeus obscurus","Artibeus obscurus (Schinz, 1821)",215,"Mammalia","Chiroptera","Phyllostomidae",2433259,"LC"
"218","Apostolepis dimidiata","Apostolepis dimidiata (Jan, 1862)",25,"Squamata",NA,"Colubridae",2458324,"LC"
"219","Crypturellus erythropus","Crypturellus erythropus (Pelzeln, 1863)",1,"Aves","Tinamiformes","Tinamidae",2477546,"LC"
"220","Chloroceryle inda","Chloroceryle inda (Linnaeus, 1766)",240,"Aves","Coraciiformes","Alcedinidae",2475492,"LC"
"221","Mionectes oleagineus","Mionectes oleagineus (Lichtenstein, 1823)",1591,"Aves","Passeriformes","Tyrannidae",5229541,"LC"
"222","Ardea cocoi","Ardea cocoi Linnaeus, 1766",24899,"Aves","Pelecaniformes","Ardeidae",2480951,"LC"
"223","Botaurus pinnatus","Botaurus pinnatus (Wagler, 1829)",982,"Aves","Pelecaniformes","Ardeidae",2480913,"LC"
"224","Eleoscytalopus psychopompus","Eleoscytalopus psychopompus (Teixeira & Carnevalli, 1989)",173,"Aves","Passeriformes","Rhinocryptidae",5789070,"EN"
"225","Pseudoleistes virescens","Pseudoleistes virescens (Vieillot, 1819)",2122,"Aves","Passeriformes","Icteridae",2484213,"LC"
"226","Leucochloris albicollis","Leucochloris albicollis (Vieillot, 1818)",20814,"Aves","Apodiformes","Trochilidae",2476291,"LC"
"227","Charadrius collaris","Charadrius collaris Vieillot, 1818",33,"Aves","Charadriiformes","Charadriidae",2480296,"LC"
"228","Notharchus swainsoni","Notharchus swainsoni (G.R.Gray, 1846)",2483,"Aves","Piciformes","Bucconidae",2475096,"LC"
"229","Buteo platypterus","Buteo platypterus (Vieillot, 1823)",16,"Aves","Accipitriformes","Accipitridae",2480538,"LC"
"230","Artibeus lituratus","Artibeus lituratus (Olfers, 1818)",1038,"Mammalia","Chiroptera","Phyllostomidae",2433270,"LC"
"231","Leptasthenura striolata","Leptasthenura striolata (Pelzeln, 1856)",1244,"Aves","Passeriformes","Furnariidae",2485139,"LC"
"232","Cygnus atratus","Cygnus atratus (Latham, 1790)",251,"Aves","Anseriformes","Anatidae",2498344,"LC"
"233","Melanophryniscus spectabilis","Melanophryniscus spectabilis Caramaschi & Cruz, 2002",37,"Amphibia","Anura","Bufonidae",2422161,"EN"
"234","Ololygon melanodactyla","Ololygon melanodactyla (Lourenço, Luna & Pombal, 2014)",4,"Amphibia","Anura","Hylidae",10692238,"LC"
"235","Crossodactylus gaudichaudii","Crossodactylus gaudichaudii Duméril & Bibron, 1841",261,"Amphibia","Anura","Hylodidae",2429868,"LC"
"236","Cercosaura schreibersii","Cercosaura schreibersii Wiegmann, 1834",138,"Squamata",NA,"Gymnophthalmidae",2450435,"LC"
"237","Boana leptolineata","Boana leptolineata (Braun & Braun, 1977)",144,"Amphibia","Anura","Hylidae",10883903,"LC"
"238","Blastocerus dichotomus","Blastocerus dichotomus (Illiger, 1815)",40,"Mammalia","Artiodactyla","Cervidae",2440963,"VU"
"239","Anolis porcatus","Anolis porcatus Gray, 1840",42,"Squamata",NA,"Dactyloidae",2467252,"LC"
"240","Pontoporia blainvillei","Pontoporia blainvillei (Gervais & d'Orbigny, 1844)",40,"Mammalia","Cetacea","Pontoporiidae",5220001,"VU"
"241","Bubalus bubalis","Bubalus bubalis (Linnaeus, 1758)",8,"Mammalia","Artiodactyla","Bovidae",7422937,"NE"
"242","Cycloramphus eleutherodactylus","Cycloramphus eleutherodactylus (Miranda-Ribeiro, 1920)",27,"Amphibia","Anura","Cycloramphidae",2424344,"LC"
"243","Fritziana tonimi","Fritziana tonimi Walker, Gasparini & Haddad, 2016",49,"Amphibia","Anura","Hemiphractidae",9283916,"LC"
"244","Pithecopus hypochondrialis","Pithecopus hypochondrialis (Daudin, 1800)",16,"Amphibia","Anura","Phyllomedusidae",9491182,"LC"
"245","Adenomera hylaedactyla","Adenomera hylaedactyla (Cope, 1868)",16,"Amphibia","Anura","Leptodactylidae",2426128,"LC"
"246","Leptodactylus watu","Leptodactylus watu Silva, de Medeiros Maglhães, Thomassen, Leite, Garda, Brandão, Haddad, Giaretta & Carvalho, 2020",3,"Amphibia","Anura","Leptodactylidae",10815345,"EN"
"247","Rhachisaurus brachylepis","Rhachisaurus brachylepis (Dixon, 1974)",1,"Squamata",NA,"Gymnophthalmidae",2450473,"DD"
"248","Phyllodytes maculosus","Phyllodytes maculosus Cruz, Feio & Cardoso, 2007",1,"Amphibia","Anura","Hylidae",5217981,"DD"
"249","Phrynomedusa dryade","Phrynomedusa dryade Baêta, Giasson, Pombal & Haddad, 2016",1,"Amphibia","Anura","Phyllomedusidae",9116852,"NE"
"250","Monodelphis rubida","Monodelphis rubida (Thomas, 1899)",3,"Mammalia","Didelphimorphia","Didelphidae",2439967,"LC"
"251","Porphyrospiza caerulescens","Porphyrospiza caerulescens (Wied-Neuwied, 1830)",5,"Aves","Passeriformes","Thraupidae",2491830,"NT"
"252","Aparasphenodon bokermanni","Aparasphenodon bokermanni Pombal, 1993",2,"Amphibia","Anura","Hylidae",2428623,"DD"
"253","Vitreorana assuh","Vitreorana assuh Zucchetti, Rojas-Padilla, Dias, Solé, Orrico & Castroviejo-Fisher, 2023",1,"Amphibia","Anura","Centrolenidae",12258142,"NE"
"254","Pithecopus megacephalus","Pithecopus megacephalus (Miranda-Ribeiro, 1926)",2,"Amphibia","Anura","Phyllomedusidae",10702291,"DD"
"255","Cycloramphus juimirim","Cycloramphus juimirim Haddad & Sazima, 1989",11,"Amphibia","Anura","Cycloramphidae",2424361,"LC"
"256","Centrolene buckleyi","Centrolene buckleyi (Boulenger, 1882)",1,"Amphibia","Anura","Centrolenidae",2429486,"CR"
"257","Dasypops schirchi","Dasypops schirchi Miranda-Ribeiro, 1924",1,"Amphibia","Anura","Microhylidae",2422064,"VU"
"258","Thamnodynastes sertanejo","Thamnodynastes sertanejo Bailey, Thomas & Da Silva, 2005",2,"Squamata",NA,"Colubridae",2454767,"LC"
"259","Anas platyrhynchos","Anas platyrhynchos Linnaeus, 1758",185,"Aves","Anseriformes","Anatidae",9761484,"LC"
"260","Conopophaga lineata","Conopophaga lineata (Wied-Neuwied, 1831)",25590,"Aves","Passeriformes","Conopophagidae",2488933,"LC"
"261","Harpagus diodon","Harpagus diodon (Temminck, 1823)",4463,"Aves","Accipitriformes","Accipitridae",5229192,"LC"
"262","Phaethornis malaris","Phaethornis malaris (Nordmann, 1835)",193,"Aves","Apodiformes","Trochilidae",2476612,"LC"
"263","Turdus rufiventris","Turdus rufiventris Vieillot, 1818",175495,"Aves","Passeriformes","Turdidae",2490718,"LC"
"264","Troglodytes aedon","Troglodytes aedon Vieillot, 1809",190838,"Aves","Passeriformes","Troglodytidae",5231459,"LC"
"265","Himantopus mexicanus","Himantopus mexicanus (P.L.S.Müller, 1776)",15511,"Aves","Charadriiformes","Recurvirostridae",5229128,"LC"
"266","Chamaeza ruficauda","Chamaeza ruficauda Cabanis & Heine, 1859",3673,"Aves","Passeriformes","Formicariidae",2490567,"LC"
"267","Glyphorynchus spirurus","Glyphorynchus spirurus (Vieillot, 1819)",752,"Aves","Passeriformes","Furnariidae",2485341,"LC"
"268","Thamnomanes caesius","Thamnomanes caesius (Temminck, 1820)",579,"Aves","Passeriformes","Thamnophilidae",2490217,"LC"
"269","Furnarius figulus","Furnarius figulus (Lichtenstein, 1823)",15951,"Aves","Passeriformes","Furnariidae",2485827,"LC"
"270","Thalasseus sandvicensis","Thalasseus sandvicensis (Latham, 1787)",3572,"Aves","Charadriiformes","Laridae",2481240,"LC"
"271","Tolmomyias sulphurescens","Tolmomyias sulphurescens (Spix, 1825)",56397,"Aves","Passeriformes","Tyrannidae",2482882,"LC"
"272","Malacoptila striata","Malacoptila striata (von Spix, 1824)",8233,"Aves","Piciformes","Bucconidae",2475154,"LC"
"273","Gnorimopsar chopi","Gnorimopsar chopi (Vieillot, 1819)",23120,"Aves","Passeriformes","Icteridae",2484413,"LC"
"274","Nyctanassa violacea","Nyctanassa violacea (Linnaeus, 1758)",3696,"Aves","Pelecaniformes","Ardeidae",2480953,"LC"
"275","Phibalura flavirostris","Phibalura flavirostris Vieillot, 1816",2180,"Aves","Passeriformes","Cotingidae",2486509,"NT"
"276","Geositta cunicularia","Geositta cunicularia (Vieillot, 1816)",730,"Aves","Passeriformes","Furnariidae",2485888,"LC"
"277","Cranioleuca semicinerea","Cranioleuca semicinerea (Reichenbach, 1853)",1500,"Aves","Passeriformes","Furnariidae",2485326,"LC"
"278","Manacus manacus","Manacus manacus (Linnaeus, 1766)",19309,"Aves","Passeriformes","Pipridae",2487672,"LC"
"279","Phaetusa simplex","Phaetusa simplex (J.F.Gmelin, 1789)",2484,"Aves","Charadriiformes","Laridae",5229213,"LC"
"280","Pheucticus aureoventris","Pheucticus aureoventris (d'Orbigny & Lafresnaye, 1837)",16,"Aves","Passeriformes","Cardinalidae",2490499,"LC"
"281","Leptodactylus chaquensis","Leptodactylus chaquensis Cei, 1950",225,"Amphibia","Anura","Leptodactylidae",5217514,"LC"
"282","Herpsilochmus pileatus","Herpsilochmus pileatus (Lichtenstein, 1823)",41,"Aves","Passeriformes","Thamnophilidae",2490111,"NT"
"283","Dorcopsulus vanheurni","Dorcopsulus vanheurni (Thomas, 1922)",1,"Mammalia","Diprotodontia","Macropodidae",2440203,"NT"
"284","Eubalaena australis","Eubalaena australis (Desmoulins, 1822)",94,"Mammalia","Cetacea","Balaenidae",2440332,"LC"
"285","Eimeria ferreirai","Eimeria ferreirai Oliveira, Genovez-Oliveira, Ortúzar-Ferreira, Maronezi, Thode-Filho, Cardozo, Oliveira, Lima & Berto, 2020",1,"Aves","Columbiformes","Columbidae",10898946,"NE"
"286","Ischnocnema manezinho","Ischnocnema manezinho (Garcia, 1996)",32,"Amphibia","Anura","Brachycephalidae",2424831,"EN"
"287","Ololygon heyeri","Ololygon heyeri Peixoto & Weygoldt, 1986",5,"Amphibia","Anura","Hylidae",10683123,"EN"
"288","Melanophryniscus tumifrons","Melanophryniscus tumifrons (Boulenger, 1905)",64,"Amphibia","Anura","Bufonidae",2422149,"LC"
"289","Myersiella microps","Myersiella microps (Duméril & Bibron, 1841)",59,"Amphibia","Anura","Microhylidae",2421953,"LC"
"290","Melanophryniscus biancae","Melanophryniscus biancae Bornschein, Baldo, Pie, Firkowski, Ribeiro & Corrêa, 2015",6,"Amphibia","Anura","Bufonidae",8743396,"EN"
"291","Chiroderma doriae","Chiroderma doriae Thomas, 1891",24,"Mammalia","Chiroptera","Phyllostomidae",2433166,"LC"
"292","Pipra rubrocapilla","Pipra rubrocapilla Temminck, 1821",90,"Aves","Passeriformes","Pipridae",2487621,"LC"
"293","Bokermannohyla martinsi","Bokermannohyla martinsi (Bokermann, 1964)",11,"Amphibia","Anura","Hylidae",2428036,"VU"
"294","Phyllodytes edelmoi","Phyllodytes edelmoi Peixoto, Caramaschi & Freire, 2003",55,"Amphibia","Anura","Hylidae",5217982,"LC"
"295","Boana jaguariaivensis","Boana jaguariaivensis (Caramaschi, Cruz & Segalla, 2010)",2,"Amphibia","Anura","Hylidae",10704618,"VU"
"296","Amphisbaena vermicularis","Amphisbaena vermicularis Wagler, 1824",33,"Squamata",NA,"Amphisbaenidae",2472932,"LC"
"297","Erythrolamprus macrosomus","Erythrolamprus macrosomus (Amaral, 1936)",17,"Squamata",NA,"Colubridae",9891690,"NE"
"298","Mesoclemmys tuberculata","Mesoclemmys tuberculata (Luederwaldt, 1926)",36,"Testudines",NA,"Chelidae",2442057,"NE"
"299","Callicebus melanochir","Callicebus melanochir (Wied-Neuwied, 1820)",5,"Mammalia","Primates","Pitheciidae",2436393,"VU"
"300","Xenodon rabdocephalus","Xenodon rabdocephalus (Wied-Neuwied, 1824)",20,"Squamata",NA,"Colubridae",5959581,"LC"
"301","Glaucomastix abaetensis","Glaucomastix abaetensis (Reis Dias, Rocha & Vrcibradic, 2002)",51,"Squamata",NA,"Teiidae",11150593,"EN"
"302","Rhagomys rufescens","Rhagomys rufescens (Thomas, 1886)",5,"Mammalia","Rodentia","Cricetidae",2439151,"VU"
"303","Oxymycterus nasutus","Oxymycterus nasutus (Waterhouse, 1837)",34,"Mammalia","Rodentia","Cricetidae",2438942,"LC"
"304","Chironius gouveai","Chironius gouveai Entiauspe-Neto, Lúcio-Lyra, Koch, Marques-Quintela, Diesel-Abegg & Loebmann, 2020",16,"Squamata",NA,"Colubridae",11211439,"NE"
"305","Kentropyx paulensis","Kentropyx paulensis (Boettger, 1893)",4,"Squamata",NA,"Teiidae",2471987,"LC"
"306","Hemidactylus agrius","Hemidactylus agrius Vanzolini, 1978",3,"Squamata",NA,"Gekkonidae",5959975,"LC"
"307","Oligoryzomys eliurus","Oligoryzomys eliurus (Wagner, 1845)",106,"Mammalia","Rodentia","Cricetidae",2438281,"LC"
"308","Pterodroma arminjoniana","Pterodroma arminjoniana (Giglioli & Salvadori, 1869)",4,"Aves","Procellariiformes","Procellariidae",2481484,"VU"
"309","Podocnemis expansa","Podocnemis expansa (Schweigger, 1812)",11,"Testudines",NA,"Podocnemididae",2442795,"NE"
"310","Eunectes notaeus","Eunectes notaeus Cope, 1862",9,"Squamata",NA,"Boidae",5225710,"LC"
"311","Celeus elegans","Celeus elegans (P.L.S.Müller, 1776)",1,"Aves","Piciformes","Picidae",5228959,"LC"
"312","Trogon strigilatus","Trogon strigilatus Linnaeus, 1766",7,"Aves","Trogoniformes","Trogonidae",9142680,"NE"
"313","Bokermannohyla oxente","Bokermannohyla oxente Lugli & Haddad, 2006",2,"Amphibia","Anura","Hylidae",2428057,"LC"
"314","Mirandatherium alipioi","Mirandatherium alipioi Paula Couto, 1952",2,"Mammalia","Microbiotheria","Microbiotheriidae",8527621,"NE"
"315","Pithecopus megacephalus","Pithecopus megacephalus (Miranda-Ribeiro, 1926)",1,"Amphibia","Anura","Phyllomedusidae",10702291,"LC"
"316","Dendropsophus cruzi","Dendropsophus cruzi (Pombal & Bastos, 1998)",2,"Amphibia","Anura","Hylidae",2428547,"LC"
"317","Waincophis cameratus","Waincophis cameratus Rage, 2001",2,"Squamata",NA,"Boidae",8640075,"NE"
"318","Coccyzus americanus","Coccyzus americanus (Linnaeus, 1758)",231,"Aves","Cuculiformes","Cuculidae",2496287,"LC"
"319","Phylloscartes roquettei","Phylloscartes roquettei E.Snethlage, 1928",31,"Aves","Passeriformes","Tyrannidae",2483203,"EN"
"320","Legatus leucophaius","Legatus leucophaius (Vieillot, 1818)",15910,"Aves","Passeriformes","Tyrannidae",2482940,"LC"
"321","Chiroxiphia pareola","Chiroxiphia pareola (Linnaeus, 1766)",4396,"Aves","Passeriformes","Pipridae",2487766,"LC"
"322","Jabiru mycteria","Jabiru mycteria (Lichtenstein, 1819)",972,"Aves","Ciconiiformes","Ciconiidae",2481953,"LC"
"323","Asemospiza fuliginosa","Asemospiza fuliginosa (Wied-Neuwied, 1830)",4465,"Aves","Passeriformes","Thraupidae",10731561,"LC"
"324","Sporophila bouvreuil","Sporophila bouvreuil (P.L.S.Müller, 1776)",1351,"Aves","Passeriformes","Thraupidae",2491371,"LC"
"325","Schistochlamys ruficapillus","Schistochlamys ruficapillus (Vieillot, 1817)",6421,"Aves","Passeriformes","Thraupidae",2488060,"LC"
"326","Phyllomyias fasciatus","Phyllomyias fasciatus (Thunberg, 1822)",22817,"Aves","Passeriformes","Tyrannidae",2484057,"LC"
"327","Tolmomyias flaviventris","Tolmomyias flaviventris (Wied-Neuwied, 1831)",10156,"Aves","Passeriformes","Tyrannidae",2482874,"LC"
"328","Phaethornis squalidus","Phaethornis squalidus (Temminck, 1822)",3732,"Aves","Apodiformes","Trochilidae",2476579,"LC"
"329","Micrastur mintoni","Micrastur mintoni Whittaker, 2003",22,"Aves","Falconiformes","Falconidae",2481085,"LC"
"330","Elaenia parvirostris","Elaenia parvirostris Pelzeln, 1868",7910,"Aves","Passeriformes","Tyrannidae",5229612,"LC"
"331","Estrilda astrild","Estrilda astrild (Linnaeus, 1758)",30648,"Aves","Passeriformes","Estrildidae",2493660,"LC"
"332","Riparia riparia","Riparia riparia (Linnaeus, 1758)",505,"Aves","Passeriformes","Hirundinidae",2489160,"LC"
"333","Terenura sicki","Terenura sicki Teixeira & Gonzaga, 1983",644,"Aves","Passeriformes","Thamnophilidae",2490013,"CR"
"334","Batara cinerea","Batara cinerea (Vieillot, 1819)",7886,"Aves","Passeriformes","Thamnophilidae",2490001,"LC"
"335","Lipaugus lanioides","Lipaugus lanioides (Lesson, 1844)",3092,"Aves","Passeriformes","Cotingidae",2486500,"NT"
"336","Crypturellus undulatus","Crypturellus undulatus (Temminck, 1815)",1858,"Aves","Tinamiformes","Tinamidae",2477560,"LC"
"337","Lachesis muta","Lachesis muta (Linnaeus, 1766)",27,"Squamata",NA,"Viperidae",8486323,"LC"
"338","Cycloramphus lutzorum","Cycloramphus lutzorum Heyer, 1983",14,"Amphibia","Anura","Cycloramphidae",2424342,"LC"
"339","Calidris fuscicollis","Calidris fuscicollis (Vieillot, 1819)",149,"Aves","Charadriiformes","Scolopacidae",2481756,"VU"
"340","Micrurus corallinus","Micrurus corallinus (Merrem, 1820)",587,"Squamata",NA,"Elapidae",5227011,"LC"
"341","Dendropsophus minutus","Dendropsophus minutus (Peters, 1872)",1850,"Amphibia","Anura","Hylidae",2428549,"LC"
"342","Cycloramphus boraceiensis","Cycloramphus boraceiensis Heyer, 1983",150,"Amphibia","Anura","Cycloramphidae",2424358,"LC"
"343","Bothrops neuwiedi","Bothrops neuwiedi Wagler, 1824",235,"Squamata",NA,"Viperidae",5220834,"LC"
"344","Lysapsus limellum","Lysapsus limellum Cope, 1862",29,"Amphibia","Anura","Hylidae",2428373,"LC"
"345","Bothrops alternatus","Bothrops alternatus Duméril, Bibron & Duméril, 1854",440,"Squamata",NA,"Viperidae",5220772,"LC"
"346","Boana raniceps","Boana raniceps (Cope, 1862)",248,"Amphibia","Anura","Hylidae",9854382,"LC"
"347","Milvago chimango","Milvago chimango (Vieillot, 1816)",44,"Aves","Falconiformes","Falconidae",2481065,"LC"
"348","Herpestes javanicus","Herpestes javanicus (É.Geoffroy Saint-Hilaire, 1818)",16,"Mammalia","Carnivora","Herpestidae",2434271,"LC"
"349","Spilotes pullatus","Spilotes pullatus (Linnaeus, 1758)",480,"Squamata",NA,"Colubridae",9195230,"LC"
"350","Leopardus tigrinus","Leopardus tigrinus (Schreber, 1775)",82,"Mammalia","Carnivora","Felidae",2434930,"VU"
"351","Crex crex","Crex crex (Linnaeus, 1758)",3,"Aves","Gruiformes","Rallidae",4408498,"LC"
"352","Pithecopus rohdei","Pithecopus rohdei (Mertens, 1926)",109,"Amphibia","Anura","Phyllomedusidae",10717979,"LC"
"353","Callithrix aurita","Callithrix aurita (É.Geoffroy Saint-Hilaire, 1812)",214,"Mammalia","Primates","Callitrichidae",8827576,"EN"
"354","Gastrotheca fissipes","Gastrotheca fissipes (Boulenger, 1888)",14,"Amphibia","Anura","Hemiphractidae",5218203,"LC"
"355","Euparkerella brasiliensis","Euparkerella brasiliensis (Parker, 1926)",48,"Amphibia","Anura","Craugastoridae",2425933,"LC"
"356","Conepatus semistriatus","Conepatus semistriatus (Boddaert, 1785)",18,"Mammalia","Carnivora","Mephitidae",2434883,"LC"
"357","Paratelmatobius cardosoi","Paratelmatobius cardosoi Pombal & Haddad, 1999",30,"Amphibia","Anura","Leptodactylidae",2426183,"LC"
"358","Dendropsophus elegans","Dendropsophus elegans (Wied-Neuwied, 1824)",727,"Amphibia","Anura","Hylidae",2428392,"LC"
"359","Rhinella scitula","Rhinella scitula (Caramaschi & Niemeyer, 2003)",2,"Amphibia","Anura","Bufonidae",5216827,"LC"
"360","Pseudopaludicola ternetzi","Pseudopaludicola ternetzi Miranda-Ribeiro, 1937",10,"Amphibia","Anura","Leptodactylidae",2423522,"LC"
"361","Liotyphlops beui","Liotyphlops beui (Amaral, 1924)",48,"Squamata",NA,"Anomalepididae",2460802,"LC"
"362","Elachistocleis ovalis","Elachistocleis ovalis (Schneider, 1799)",62,"Amphibia","Anura","Microhylidae",2421945,"LC"
"363","Anthus chii","Anthus chii Vieillot, 1818",176,"Aves","Passeriformes","Motacillidae",10884972,"LC"
"364","Tayassu pecari","Tayassu pecari (Link, 1795)",124,"Mammalia","Artiodactyla","Tayassuidae",2440993,"VU"
"365","Leposoma scincoides","Leposoma scincoides Spix, 1825",154,"Squamata",NA,"Gymnophthalmidae",5222293,"LC"
"366","Echinanthera cyanopleura","Echinanthera cyanopleura (Cope, 1885)",71,"Squamata",NA,"Colubridae",2458763,"LC"
"367","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)",27,"Mammalia","Rodentia","Muridae",2439261,"LC"
